DATE,POPULATION,GROUP,SUBGROUP,POP_DENOMINATOR,COUNT_PARTIALLY_CUMULATIVE,COUNT_FULLY_CUMULATIVE,COUNT_1PLUS_CUMULATIVE,COUNT_ADDITIONAL_CUMULATIVE,PERC_PARTIALLY,PERC_FULLY,PERC_1PLUS,PERC_ADDITIONAL
2022-11-10,Children (0-17),Age,'0-4,523718,25168,23081,48249,18,4.81,4.41,9.21,0
2022-11-10,Children (0-17),Age,'5-12,747560,55417,375933,431350,65699,7.41,50.29,57.7,8.79
2022-11-10,Children (0-17),Age,'13-17,432840,42832,356982,399814,123463,9.9,82.47,92.37,28.52
2022-11-10,Children (0-17),Borough,Citywide,1704118,123417,755996,879413,189180,7.24,44.36,51.61,11.1
2022-11-10,Children (0-17),Borough,Bronx,347020,25655,146761,172416,26424,7.39,42.29,49.68,7.61
2022-11-10,Children (0-17),Borough,Brooklyn,575063,31074,212484,243558,52871,5.4,36.95,42.35,9.19
2022-11-10,Children (0-17),Borough,Manhattan,231257,32979,132117,165096,47122,14.26,57.13,71.39,20.38
2022-11-10,Children (0-17),Borough,Queens,447805,28612,226573,255185,54265,6.39,50.6,56.99,12.12
2022-11-10,Children (0-17),Borough,Staten Island,102973,5097,38061,43158,8498,4.95,36.96,41.91,8.25
2022-11-10,Children (0-17),Race/ethnicity,Asian/NHPI,216001,16302,168173,184475,56043,7.55,77.86,85.4,25.95
2022-11-10,Children (0-17),Race/ethnicity,Black,373001,21163,131272,152435,22797,5.67,35.19,40.87,6.11
2022-11-10,Children (0-17),Race/ethnicity,Hispanic/Latino,599599,51873,254882,306755,46883,8.65,42.51,51.16,7.82
2022-11-10,Children (0-17),Race/ethnicity,Native American/Alaska Native,3842,246,2687,2933,908,6.4,69.94,76.34,23.63
2022-11-10,Children (0-17),Race/ethnicity,Other,NA,6445,24625,31070,3940,NA,NA,NA,NA
2022-11-10,Children (0-17),Race/ethnicity,Multiracial,56317,572,3131,3703,622,1.02,5.56,6.58,1.1
2022-11-10,Children (0-17),Race/ethnicity,Unknown,NA,7585,28426,36011,5879,NA,NA,NA,NA
2022-11-10,Children (0-17),Race/ethnicity,White,455358,19231,142800,162031,52108,4.22,31.36,35.58,11.44
2022-11-10,Children (0-17),Sex,Female,834085,59767,375277,435044,97099,7.17,44.99,52.16,11.64
2022-11-10,Children (0-17),Sex,Male,870033,62686,377847,440533,91532,7.21,43.43,50.63,10.52
2022-11-10,Children (0-17),Sex,Other,NA,52,192,244,52,NA,NA,NA,NA
2022-11-10,Children (0-17),Sex,Prefer not to answer,NA,718,1902,2620,241,NA,NA,NA,NA
2022-11-10,Children (0-17),Sex,Unknown,NA,194,778,972,256,NA,NA,NA,NA
2022-11-10,Children (5-17),Borough,Citywide,1180400,98249,732915,831164,189162,8.32,62.09,70.41,16.03
2022-11-10,Children (5-17),Borough,Bronx,246821,22229,145500,167729,26423,9.01,58.95,67.96,10.71
2022-11-10,Children (5-17),Borough,Brooklyn,392137,23313,203355,226668,52866,5.95,51.86,57.8,13.48
2022-11-10,Children (5-17),Borough,Manhattan,155113,24974,123953,148927,47116,16.1,79.91,96.01,30.38
2022-11-10,Children (5-17),Borough,Queens,310710,23320,222422,245742,54261,7.51,71.59,79.09,17.46
2022-11-10,Children (5-17),Borough,Staten Island,75619,4413,37685,42098,8496,5.84,49.84,55.67,11.24
2022-11-10,Children (5-17),Race/ethnicity,Asian/NHPI,148929,9860,162326,172186,56037,6.62,109,115.62,37.63
2022-11-10,Children (5-17),Race/ethnicity,Black,266475,18806,130193,148999,22793,7.06,48.86,55.91,8.55
2022-11-10,Children (5-17),Race/ethnicity,Hispanic/Latino,423992,46417,252735,299152,46882,10.95,59.61,70.56,11.06
2022-11-10,Children (5-17),Race/ethnicity,Native American/Alaska Native,3156,221,2673,2894,908,7,84.7,91.7,28.77
2022-11-10,Children (5-17),Race/ethnicity,Other,NA,6166,24466,30632,3940,NA,NA,NA,NA
2022-11-10,Children (5-17),Race/ethnicity,Multiracial,35030,255,2668,2923,621,0.73,7.62,8.34,1.77
2022-11-10,Children (5-17),Race/ethnicity,Unknown,NA,6084,27545,33629,5879,NA,NA,NA,NA
2022-11-10,Children (5-17),Race/ethnicity,White,302818,10440,130309,140749,52102,3.45,43.03,46.48,17.21
2022-11-10,Children (5-17),Sex,Female,578536,47589,363750,411339,97088,8.23,62.87,71.1,16.78
2022-11-10,Children (5-17),Sex,Male,601864,49719,366337,416056,91525,8.26,60.87,69.13,15.21
2022-11-10,Children (5-17),Sex,Other,NA,51,192,243,52,NA,NA,NA,NA
2022-11-10,Children (5-17),Sex,Prefer not to answer,NA,703,1867,2570,241,NA,NA,NA,NA
2022-11-10,Children (5-17),Sex,Unknown,NA,187,769,956,256,NA,NA,NA,NA
2022-11-10,Children (13-17),Borough,Citywide,432840,42832,356982,399814,123463,9.9,82.47,92.37,28.52
2022-11-10,Children (13-17),Borough,Bronx,92109,9007,74994,84001,18597,9.78,81.42,91.2,20.19
2022-11-10,Children (13-17),Borough,Brooklyn,140160,9947,98046,107993,32245,7.1,69.95,77.05,23.01
2022-11-10,Children (13-17),Borough,Manhattan,55915,12785,54026,66811,26776,22.87,96.62,119.49,47.89
2022-11-10,Children (13-17),Borough,Queens,114791,9210,108547,117757,39336,8.02,94.56,102.58,34.27
2022-11-10,Children (13-17),Borough,Staten Island,29865,1883,21369,23252,6509,6.31,71.55,77.86,21.79
2022-11-10,Children (13-17),Race/ethnicity,Asian/NHPI,54813,3141,65452,68593,36389,5.73,119.41,125.14,66.39
2022-11-10,Children (13-17),Race/ethnicity,Black,104093,8127,68335,76462,16320,7.81,65.65,73.46,15.68
2022-11-10,Children (13-17),Race/ethnicity,Hispanic/Latino,155999,20496,129127,149623,33441,13.14,82.77,95.91,21.44
2022-11-10,Children (13-17),Race/ethnicity,Native American/Alaska Native,1560,113,1773,1886,742,7.24,113.65,120.9,47.56
2022-11-10,Children (13-17),Race/ethnicity,Other,NA,3434,16329,19763,3063,NA,NA,NA,NA
2022-11-10,Children (13-17),Race/ethnicity,Multiracial,9789,24,134,158,70,0.25,1.37,1.61,0.72
2022-11-10,Children (13-17),Race/ethnicity,Unknown,NA,3283,17227,20510,4253,NA,NA,NA,NA
2022-11-10,Children (13-17),Race/ethnicity,White,106586,4214,58605,62819,29185,3.95,54.98,58.94,27.38
2022-11-10,Children (13-17),Sex,Female,212831,20608,178709,199317,64674,9.68,83.97,93.65,30.39
2022-11-10,Children (13-17),Sex,Male,220009,21811,176886,198697,58357,9.91,80.4,90.31,26.52
2022-11-10,Children (13-17),Sex,Other,NA,21,113,134,41,NA,NA,NA,NA
2022-11-10,Children (13-17),Sex,Prefer not to answer,NA,248,655,903,173,NA,NA,NA,NA
2022-11-10,Children (13-17),Sex,Unknown,NA,144,619,763,218,NA,NA,NA,NA
2022-11-10,Adults (18+),Age,'18-24,704673,125568,636306,761874,256232,17.82,90.3,108.12,36.36
2022-11-10,Adults (18+),Age,'25-34,1483699,182640,1245178,1427818,541690,12.31,83.92,96.23,36.51
2022-11-10,Adults (18+),Age,'35-44,1136906,113113,1063130,1176243,500756,9.95,93.51,103.46,44.05
2022-11-10,Adults (18+),Age,'45-54,1028087,81055,952463,1033518,515222,7.88,92.64,100.53,50.11
2022-11-10,Adults (18+),Age,'55-64,998927,68616,934623,1003239,580674,6.87,93.56,100.43,58.13
2022-11-10,Adults (18+),Age,'65-74,718795,44224,652936,697160,464387,6.15,90.84,96.99,64.61
2022-11-10,Adults (18+),Age,'75-84,382672,20914,307432,328346,224086,5.47,80.34,85.8,58.56
2022-11-10,Adults (18+),Age,'85+,178938,8606,115363,123969,77635,4.81,64.47,69.28,43.39
2022-11-10,Adults (18+),Borough,Citywide,6632697,644736,5907431,6552167,3160682,9.72,89.07,98.79,47.65
2022-11-10,Adults (18+),Borough,Bronx,1071188,97772,936917,1034689,420721,9.13,87.47,96.59,39.28
2022-11-10,Adults (18+),Borough,Brooklyn,1984838,169775,1664672,1834447,862182,8.55,83.87,92.42,43.44
2022-11-10,Adults (18+),Borough,Manhattan,1397449,191587,1250767,1442354,775334,13.71,89.5,103.21,55.48
2022-11-10,Adults (18+),Borough,Queens,1806052,161177,1730839,1892016,941596,8.92,95.84,104.76,52.14
2022-11-10,Adults (18+),Borough,Staten Island,373170,24425,324236,348661,160849,6.55,86.89,93.43,43.1
2022-11-10,Adults (18+),Race/ethnicity,Asian/NHPI,1017642,103112,1055427,1158539,723542,10.13,103.71,113.85,71.1
2022-11-10,Adults (18+),Race/ethnicity,Black,1452846,88666,999110,1087776,486749,6.1,68.77,74.87,33.5
2022-11-10,Adults (18+),Race/ethnicity,Hispanic/Latino,1823990,200626,1553380,1754006,680628,11,85.16,96.16,37.32
2022-11-10,Adults (18+),Race/ethnicity,Native American/Alaska Native,15022,2012,19808,21820,11732,13.39,131.86,145.25,78.1
2022-11-10,Adults (18+),Race/ethnicity,Other,NA,59538,331088,390626,100445,NA,NA,NA,NA
2022-11-10,Adults (18+),Race/ethnicity,Multiracial,96580,547,6743,7290,4498,0.57,6.98,7.55,4.66
2022-11-10,Adults (18+),Race/ethnicity,Unknown,NA,60939,353486,414425,112883,NA,NA,NA,NA
2022-11-10,Adults (18+),Race/ethnicity,White,2226617,129296,1588389,1717685,1040205,5.81,71.34,77.14,46.72
2022-11-10,Adults (18+),Sex,Female,3524292,315782,3115117,3430899,1735910,8.96,88.39,97.35,49.26
2022-11-10,Adults (18+),Sex,Male,3108405,320981,2744865,3065846,1405638,10.33,88.3,98.63,45.22
2022-11-10,Adults (18+),Sex,Other,NA,475,2453,2928,1083,NA,NA,NA,NA
2022-11-10,Adults (18+),Sex,Prefer not to answer,NA,4695,12241,16936,5401,NA,NA,NA,NA
2022-11-10,Adults (18+),Sex,Unknown,NA,2803,32755,35558,12650,NA,NA,NA,NA
2022-11-10,All ages,Age,'0-17,1704118,123417,755996,879413,189180,7.24,44.36,51.61,11.1
2022-11-10,All ages,Age,'18-24,704673,125568,636306,761874,256232,17.82,90.3,108.12,36.36
2022-11-10,All ages,Age,'25-34,1483699,182640,1245178,1427818,541690,12.31,83.92,96.23,36.51
2022-11-10,All ages,Age,'35-44,1136906,113113,1063130,1176243,500756,9.95,93.51,103.46,44.05
2022-11-10,All ages,Age,'45-54,1028087,81055,952463,1033518,515222,7.88,92.64,100.53,50.11
2022-11-10,All ages,Age,'55-64,998927,68616,934623,1003239,580674,6.87,93.56,100.43,58.13
2022-11-10,All ages,Age,'65-74,718795,44224,652936,697160,464387,6.15,90.84,96.99,64.61
2022-11-10,All ages,Age,'75-84,382672,20914,307432,328346,224086,5.47,80.34,85.8,58.56
2022-11-10,All ages,Age,'85+,178938,8606,115363,123969,77635,4.81,64.47,69.28,43.39
2022-11-10,All ages,Borough,Citywide,8336815,768153,6663427,7431580,3349862,9.21,79.93,89.14,40.18
2022-11-10,All ages,Borough,Bronx,1418208,123427,1083678,1207105,447145,8.7,76.41,85.11,31.53
2022-11-10,All ages,Borough,Brooklyn,2559901,200849,1877156,2078005,915053,7.85,73.33,81.18,35.75
2022-11-10,All ages,Borough,Manhattan,1628706,224566,1382884,1607450,822456,13.79,84.91,98.69,50.5
2022-11-10,All ages,Borough,Queens,2253857,189789,1957412,2147201,995861,8.42,86.85,95.27,44.18
2022-11-10,All ages,Borough,Staten Island,476143,29522,362297,391819,169347,6.2,76.09,82.29,35.57
2022-11-10,All ages,Race/ethnicity,Asian/NHPI,1233643,119414,1223600,1343014,779585,9.68,99.19,108.87,63.19
2022-11-10,All ages,Race/ethnicity,Black,1825847,109829,1130382,1240211,509546,6.02,61.91,67.93,27.91
2022-11-10,All ages,Race/ethnicity,Hispanic/Latino,2423589,252499,1808262,2060761,727511,10.42,74.61,85.03,30.02
2022-11-10,All ages,Race/ethnicity,Native American/Alaska Native,18864,2258,22495,24753,12640,11.97,119.25,131.22,67.01
2022-11-10,All ages,Race/ethnicity,Other,NA,65983,355713,421696,104385,NA,NA,NA,NA
2022-11-10,All ages,Race/ethnicity,Multiracial,152897,1119,9874,10993,5120,0.73,6.46,7.19,3.35
2022-11-10,All ages,Race/ethnicity,Unknown,NA,68524,381912,450436,118762,NA,NA,NA,NA
2022-11-10,All ages,Race/ethnicity,White,2681975,148527,1731189,1879716,1092313,5.54,64.55,70.09,40.73
2022-11-10,All ages,Sex,Female,4358377,375549,3490394,3865943,1833009,8.62,80.08,88.7,42.06
2022-11-10,All ages,Sex,Male,3978438,383667,3122712,3506379,1497170,9.64,78.49,88.13,37.63
2022-11-10,All ages,Sex,Other,NA,527,2645,3172,1135,NA,NA,NA,NA
2022-11-10,All ages,Sex,Prefer not to answer,NA,5413,14143,19556,5642,NA,NA,NA,NA
2022-11-10,All ages,Sex,Unknown,NA,2997,33533,36530,12906,NA,NA,NA,NA
2022-11-03,Children (0-17),Age,'0-4,523718,25563,21662,47225,17,4.88,4.14,9.02,0
2022-11-03,Children (0-17),Age,'5-12,747560,55411,375465,430876,65438,7.41,50.23,57.64,8.75
2022-11-03,Children (0-17),Age,'13-17,432840,42851,356812,399663,123353,9.9,82.44,92.34,28.5
2022-11-03,Children (0-17),Borough,Citywide,1704118,123825,753939,877764,188808,7.27,44.24,51.51,11.08
2022-11-03,Children (0-17),Borough,Bronx,347020,25624,146478,172102,26319,7.38,42.21,49.59,7.58
2022-11-03,Children (0-17),Borough,Brooklyn,575063,31319,211795,243114,52793,5.45,36.83,42.28,9.18
2022-11-03,Children (0-17),Borough,Manhattan,231257,33153,131452,164605,47030,14.34,56.84,71.18,20.34
2022-11-03,Children (0-17),Borough,Queens,447805,28642,226216,254858,54177,6.4,50.52,56.91,12.1
2022-11-03,Children (0-17),Borough,Staten Island,102973,5087,37998,43085,8489,4.94,36.9,41.84,8.24
2022-11-03,Children (0-17),Race/ethnicity,Asian/NHPI,216001,16446,167666,184112,55971,7.61,77.62,85.24,25.91
2022-11-03,Children (0-17),Race/ethnicity,Black,373001,21153,131003,152156,22717,5.67,35.12,40.79,6.09
2022-11-03,Children (0-17),Race/ethnicity,Hispanic/Latino,599599,51771,254401,306172,46749,8.63,42.43,51.06,7.8
2022-11-03,Children (0-17),Race/ethnicity,Native American/Alaska Native,3842,241,2680,2921,909,6.27,69.76,76.03,23.66
2022-11-03,Children (0-17),Race/ethnicity,Other,NA,6467,24786,31253,3966,NA,NA,NA,NA
2022-11-03,Children (0-17),Race/ethnicity,Multiracial,56317,586,3108,3694,619,1.04,5.52,6.56,1.1
2022-11-03,Children (0-17),Race/ethnicity,Unknown,NA,7563,28321,35884,5873,NA,NA,NA,NA
2022-11-03,Children (0-17),Race/ethnicity,White,455358,19598,141974,161572,52004,4.3,31.18,35.48,11.42
2022-11-03,Children (0-17),Sex,Female,834085,60018,374186,434204,96892,7.2,44.86,52.06,11.62
2022-11-03,Children (0-17),Sex,Male,870033,62837,376786,439623,91339,7.22,43.31,50.53,10.5
2022-11-03,Children (0-17),Sex,Other,NA,52,199,251,54,NA,NA,NA,NA
2022-11-03,Children (0-17),Sex,Prefer not to answer,NA,723,1964,2687,252,NA,NA,NA,NA
2022-11-03,Children (0-17),Sex,Unknown,NA,195,804,999,271,NA,NA,NA,NA
2022-11-03,Children (5-17),Borough,Citywide,1180400,98262,732277,830539,188791,8.32,62.04,70.36,15.99
2022-11-03,Children (5-17),Borough,Bronx,246821,22261,145309,167570,26318,9.02,58.87,67.89,10.66
2022-11-03,Children (5-17),Borough,Brooklyn,392137,23315,203204,226519,52788,5.95,51.82,57.77,13.46
2022-11-03,Children (5-17),Borough,Manhattan,155113,24977,123784,148761,47025,16.1,79.8,95.9,30.32
2022-11-03,Children (5-17),Borough,Queens,310710,23317,222329,245646,54173,7.5,71.56,79.06,17.44
2022-11-03,Children (5-17),Borough,Staten Island,75619,4392,37651,42043,8487,5.81,49.79,55.6,11.22
2022-11-03,Children (5-17),Race/ethnicity,Asian/NHPI,148929,9882,162191,172073,55965,6.64,108.9,115.54,37.58
2022-11-03,Children (5-17),Race/ethnicity,Black,266475,18808,130013,148821,22713,7.06,48.79,55.85,8.52
2022-11-03,Children (5-17),Race/ethnicity,Hispanic/Latino,423992,46407,252435,298842,46748,10.95,59.54,70.48,11.03
2022-11-03,Children (5-17),Race/ethnicity,Native American/Alaska Native,3156,218,2666,2884,909,6.91,84.47,91.38,28.8
2022-11-03,Children (5-17),Race/ethnicity,Other,NA,6184,24624,30808,3966,NA,NA,NA,NA
2022-11-03,Children (5-17),Race/ethnicity,Multiracial,35030,262,2661,2923,618,0.75,7.6,8.34,1.76
2022-11-03,Children (5-17),Race/ethnicity,Unknown,NA,6043,27528,33571,5873,NA,NA,NA,NA
2022-11-03,Children (5-17),Race/ethnicity,White,302818,10458,130159,140617,51999,3.45,42.98,46.44,17.17
2022-11-03,Children (5-17),Sex,Female,578536,47613,363379,410992,96881,8.23,62.81,71.04,16.75
2022-11-03,Children (5-17),Sex,Male,601864,49703,365979,415682,91333,8.26,60.81,69.07,15.18
2022-11-03,Children (5-17),Sex,Other,NA,51,199,250,54,NA,NA,NA,NA
2022-11-03,Children (5-17),Sex,Prefer not to answer,NA,708,1926,2634,252,NA,NA,NA,NA
2022-11-03,Children (5-17),Sex,Unknown,NA,187,794,981,271,NA,NA,NA,NA
2022-11-03,Children (13-17),Borough,Citywide,432840,42851,356812,399663,123353,9.9,82.44,92.34,28.5
2022-11-03,Children (13-17),Borough,Bronx,92109,9023,74949,83972,18556,9.8,81.37,91.17,20.15
2022-11-03,Children (13-17),Borough,Brooklyn,140160,9950,97982,107932,32233,7.1,69.91,77.01,23
