DATE,POPULATION,GROUP,SUBGROUP,POP_DENOMINATOR,COUNT_PARTIALLY_CUMULATIVE,COUNT_FULLY_CUMULATIVE,COUNT_1PLUS_CUMULATIVE,COUNT_ADDITIONAL_CUMULATIVE,PERC_PARTIALLY,PERC_FULLY,PERC_1PLUS,PERC_ADDITIONAL
2022-07-19,Adults (18+),Sex,Female,3524291.66,316915,3094735,3411650,1709064,8.99,87.81,96.8,48.49
2022-07-19,Adults (18+),Sex,Male,3108403.16,320319,2723976,3044295,1382425,10.3,87.63,97.94,44.47
2022-07-19,Adults (18+),Sex,Other,NA,499,3045,3544,1571,NA,NA,NA,NA
2022-07-19,Adults (18+),Sex,Prefer not to answer,NA,4882,13207,18089,6261,NA,NA,NA,NA
2022-07-19,Adults (18+),Sex,Unknown,NA,2946,40491,43437,18546,NA,NA,NA,NA
2022-07-19,All ages,Age,'0-17,1704122.18,98345,713588,811933,158910,5.77,41.87,47.65,9.33
2022-07-19,All ages,Age,'18-24,704670.82,125072,625763,750835,247754,17.75,88.8,106.55,35.16
2022-07-19,All ages,Age,'25-34,1483699,182457,1237914,1420371,535192,12.3,83.43,95.73,36.07
2022-07-19,All ages,Age,'35-44,1136906,113295,1058535,1171830,494696,9.97,93.11,103.07,43.51
2022-07-19,All ages,Age,'45-54,1028087,81264,948826,1030090,508790,7.9,92.29,100.19,49.49
2022-07-19,All ages,Age,'55-64,998927,68945,931551,1000496,573690,6.9,93.26,100.16,57.43
2022-07-19,All ages,Age,'65-74,718795,44617,651339,695956,459510,6.21,90.62,96.82,63.93
2022-07-19,All ages,Age,'75-84,382672,21178,306581,327759,221657,5.53,80.12,85.65,57.92
2022-07-19,All ages,Age,'85+,178938,8733,114945,123678,76578,4.88,64.24,69.12,42.8
2022-07-19,All ages,Borough,Citywide,8336817,743906,6589042,7332948,3276777,8.92,79.04,87.96,39.3
2022-07-19,All ages,Borough,Bronx,1418207,120396,1069647,1190043,432417,8.49,75.42,83.91,30.49
2022-07-19,All ages,Borough,Brooklyn,2559903,193710,1853276,2046986,895306,7.57,72.4,79.96,34.97
2022-07-19,All ages,Borough,Manhattan,1628706,215429,1367618,1583047,807102,13.23,83.97,97.2,49.55
2022-07-19,All ages,Borough,Queens,2253858,185282,1940271,2125553,976118,8.22,86.09,94.31,43.31
2022-07-19,All ages,Borough,Staten Island,476143,29089,358230,387319,165834,6.11,75.24,81.35,34.83
2022-07-19,All ages,Race/ethnicity,Asian/NHPI,1233642,111603,1204748,1316351,759214,9.05,97.66,106.7,61.54
2022-07-19,All ages,Race/ethnicity,Black,1825848,108448,1105266,1213714,490564,5.94,60.53,66.47,26.87
2022-07-19,All ages,Race/ethnicity,Hispanic/Latino,2423590,245159,1779963,2025122,702575,10.12,73.44,83.56,28.99
2022-07-19,All ages,Race/ethnicity,Native American/Alaska Native,18864,2172,21546,23718,11827,11.51,114.22,125.73,62.7
2022-07-19,All ages,Race/ethnicity,Other,NA,68553,378822,447375,114311,NA,NA,NA,NA
2022-07-19,All ages,Race/ethnicity,Multiracial,152897,707,7909,8616,3833,0.46,5.17,5.64,2.51
2022-07-19,All ages,Race/ethnicity,Unknown,NA,67952,394879,462831,128479,NA,NA,NA,NA
2022-07-19,All ages,Race/ethnicity,White,2681976,139312,1695909,1835221,1065974,5.19,63.23,68.43,39.75
2022-07-19,All ages,Sex,Female,4358378,364753,3448366,3813119,1790720,8.37,79.12,87.49,41.09
2022-07-19,All ages,Sex,Male,3978439,369776,3080117,3449893,1458907,9.29,77.42,86.71,36.67
2022-07-19,All ages,Sex,Other,NA,553,3303,3856,1642,NA,NA,NA,NA
2022-07-19,All ages,Sex,Prefer not to answer,NA,5690,15779,21469,6621,NA,NA,NA,NA
2022-07-19,All ages,Sex,Unknown,NA,3134,41477,44611,18887,NA,NA,NA,NA
2022-07-18,Children (5-17),Age,'5-12,747558.7,55445,361813,417258,43829,7.42,48.4,55.82,5.86
2022-07-18,Children (5-17),Age,'13-17,432845.48,42882,351494,394376,114600,9.91,81.21,91.11,26.48
2022-07-18,Children (5-17),Borough,Citywide,1180404.18,98327,713307,811634,158429,8.33,60.43,68.76,13.42
2022-07-18,Children (5-17),Borough,Bronx,246821.43,22007,140780,162787,20676,8.92,57.04,65.95,8.38
2022-07-18,Children (5-17),Borough,Brooklyn,392137.22,23664,197898,221562,43480,6.03,50.47,56.5,11.09
2022-07-18,Children (5-17),Borough,Manhattan,155113.76,24437,120324,144761,40265,15.75,77.57,93.33,25.96
2022-07-18,Children (5-17),Borough,Queens,310710.83,23744,217806,241550,46797,7.64,70.1,77.74,15.06
2022-07-18,Children (5-17),Borough,Staten Island,75620.94,4475,36499,40974,7211,5.92,48.27,54.18,9.54
2022-07-18,Children (5-17),Race/ethnicity,Asian/NHPI,148927.98,9970,158388,168358,47108,6.69,106.35,113.05,31.63
2022-07-18,Children (5-17),Race/ethnicity,Black,266476.78,19146,125085,144231,18210,7.18,46.94,54.13,6.83
2022-07-18,Children (5-17),Race/ethnicity,Hispanic/Latino,423992.62,45913,245049,290962,37866,10.83,57.8,68.62,8.93
2022-07-18,Children (5-17),Race/ethnicity,Native American/Alaska Native,3157.07,223,2577,2800,806,7.06,81.63,88.69,25.53
2022-07-18,Children (5-17),Race/ethnicity,Other,NA,6399,26952,33351,3985,NA,NA,NA,NA
2022-07-18,Children (5-17),Race/ethnicity,Multiracial,35031.27,314,2496,2810,397,0.9,7.13,8.02,1.13
2022-07-18,Children (5-17),Race/ethnicity,Unknown,NA,5477,26244,31721,5012,NA,NA,NA,NA
2022-07-18,Children (5-17),Race/ethnicity,White,302818.46,10885,126516,137401,45045,3.59,41.78,45.37,14.88
2022-07-18,Children (5-17),Sex,Female,578537.34,47851,353481,401332,81425,8.27,61.1,69.37,14.07
2022-07-18,Children (5-17),Sex,Male,601866.84,49426,356007,405433,76231,8.21,59.15,67.36,12.67
2022-07-18,Children (5-17),Sex,Other,NA,54,258,312,71,NA,NA,NA,NA
2022-07-18,Children (5-17),Sex,Prefer not to answer,NA,808,2573,3381,360,NA,NA,NA,NA
2022-07-18,Children (5-17),Sex,Unknown,NA,188,988,1176,342,NA,NA,NA,NA
2022-07-18,Children (13-17),Borough,Citywide,432845.48,42882,351494,394376,114600,9.91,81.21,91.11,26.48
2022-07-18,Children (13-17),Borough,Bronx,92110.57,8862,73709,82571,16382,9.62,80.02,89.64,17.79
2022-07-18,Children (13-17),Borough,Brooklyn,140161.79,10153,96370,106523,30050,7.24,68.76,76,21.44
2022-07-18,Children (13-17),Borough,Manhattan,55915.07,12514,53078,65592,25323,22.38,94.93,117.31,45.29
2022-07-18,Children (13-17),Borough,Queens,114792.04,9402,107427,116829,36824,8.19,93.58,101.77,32.08
2022-07-18,Children (13-17),Borough,Staten Island,29866,1951,20910,22861,6021,6.53,70.01,76.55,20.16
2022-07-18,Children (13-17),Race/ethnicity,Asian/NHPI,54811.75,3063,64685,67748,34790,5.59,118.01,123.6,63.47
2022-07-18,Children (13-17),Race/ethnicity,Black,104094.26,8410,66298,74708,14464,8.08,63.69,71.77,13.9
2022-07-18,Children (13-17),Race/ethnicity,Hispanic/Latino,155999.08,20251,126643,146894,29984,12.98,81.18,94.16,19.22
2022-07-18,Children (13-17),Race/ethnicity,Native American/Alaska Native,1562.2,111,1718,1829,682,7.11,109.97,117.08,43.66
2022-07-18,Children (13-17),Race/ethnicity,Other,NA,3589,18075,21664,3169,NA,NA,NA,NA
2022-07-18,Children (13-17),Race/ethnicity,Multiracial,9790.69,22,119,141,61,0.22,1.22,1.44,0.62
2022-07-18,Children (13-17),Race/ethnicity,Unknown,NA,3066,16781,19847,3907,NA,NA,NA,NA
2022-07-18,Children (13-17),Race/ethnicity,White,106587.51,4370,57175,61545,27543,4.1,53.64,57.74,25.84
2022-07-18,Children (13-17),Sex,Female,212834.37,20802,175721,196523,59790,9.77,82.56,92.34,28.09
2022-07-18,Children (13-17),Sex,Male,220011.1,21643,173992,195635,54180,9.84,79.08,88.92,24.63
2022-07-18,Children (13-17),Sex,Other,NA,23,150,173,61,NA,NA,NA,NA
2022-07-18,Children (13-17),Sex,Prefer not to answer,NA,273,845,1118,267,NA,NA,NA,NA
2022-07-18,Children (13-17),Sex,Unknown,NA,141,786,927,302,NA,NA,NA,NA
2022-07-18,Adults (18+),Age,'18-24,704670.82,125038,625610,750648,247578,17.74,88.78,106.52,35.13
2022-07-18,Adults (18+),Age,'25-34,1483699,182416,1237699,1420115,534929,12.29,83.42,95.71,36.05
2022-07-18,Adults (18+),Age,'35-44,1136906,113256,1058422,1171678,494525,9.96,93.1,103.06,43.5
2022-07-18,Adults (18+),Age,'45-54,1028087,81250,948744,1029994,508618,7.9,92.28,100.19,49.47
2022-07-18,Adults (18+),Age,'55-64,998927,68912,931498,1000410,573459,6.9,93.25,100.15,57.41
2022-07-18,Adults (18+),Age,'65-74,718795,44606,651293,695899,459343,6.21,90.61,96.81,63.9
2022-07-18,Adults (18+),Age,'75-84,382672,21181,306555,327736,221602,5.54,80.11,85.64,57.91
2022-07-18,Adults (18+),Age,'85+,178938,8732,114936,123668,76555,4.88,64.23,69.11,42.78
2022-07-18,Adults (18+),Borough,Citywide,6632694.82,645391,5874757,6520148,3116609,9.73,88.57,98.3,46.99
2022-07-18,Adults (18+),Borough,Bronx,1071186.57,98367,928718,1027085,411441,9.18,86.7,95.88,38.41
2022-07-18,Adults (18+),Borough,Brooklyn,1984839.78,170020,1655023,1825043,851313,8.57,83.38,91.95,42.89
2022-07-18,Adults (18+),Borough,Manhattan,1397448.24,190913,1247071,1437984,766429,13.66,89.24,102.9,54.84
2022-07-18,Adults (18+),Borough,Queens,1806052.17,161485,1722258,1883743,928866,8.94,95.36,104.3,51.43
2022-07-18,Adults (18+),Borough,Staten Island,373168.06,24606,321687,346293,158560,6.59,86.2,92.8,42.49
2022-07-18,Adults (18+),Race/ethnicity,Asian/NHPI,1017642.02,101590,1046204,1147794,711748,9.98,102.81,112.79,69.94
2022-07-18,Adults (18+),Race/ethnicity,Black,1452845.22,89281,979833,1069114,471999,6.15,67.44,73.59,32.49
2022-07-18,Adults (18+),Race/ethnicity,Hispanic/Latino,1823990.38,199200,1534596,1733796,664239,10.92,84.13,95.06,36.42
2022-07-18,Adults (18+),Race/ethnicity,Native American/Alaska Native,15020.93,1950,18958,20908,11009,12.98,126.21,139.19,73.29
2022-07-18,Adults (18+),Race/ethnicity,Other,NA,62173,351988,414161,110332,NA,NA,NA,NA
2022-07-18,Adults (18+),Race/ethnicity,Multiracial,96578.73,394,5396,5790,3422,0.41,5.59,6,3.54
2022-07-18,Adults (18+),Race/ethnicity,Unknown,NA,62404,368697,431101,123436,NA,NA,NA,NA
2022-07-18,Adults (18+),Race/ethnicity,White,2226617.54,128399,1569085,1697484,1020424,5.77,70.47,76.24,45.83
2022-07-18,Adults (18+),Sex,Female,3524291.66,316821,3094317,3411138,1708338,8.99,87.8,96.79,48.47
2022-07-18,Adults (18+),Sex,Male,3108403.16,320238,2723635,3043873,1381854,10.3,87.62,97.92,44.46
2022-07-18,Adults (18+),Sex,Other,NA,499,3052,3551,1576,NA,NA,NA,NA
2022-07-18,Adults (18+),Sex,Prefer not to answer,NA,4887,13205,18092,6258,NA,NA,NA,NA
2022-07-18,Adults (18+),Sex,Unknown,NA,2946,40548,43494,18583,NA,NA,NA,NA
2022-07-18,All ages,Age,'0-17,1704122.18,98327,713307,811634,158429,5.77,41.86,47.63,9.3
2022-07-18,All ages,Age,'18-24,704670.82,125038,625610,750648,247578,17.74,88.78,106.52,35.13
2022-07-18,All ages,Age,'25-34,1483699,182416,1237699,1420115,534929,12.29,83.42,95.71,36.05
2022-07-18,All ages,Age,'35-44,1136906,113256,1058422,1171678,494525,9.96,93.1,103.06,43.5
2022-07-18,All ages,Age,'45-54,1028087,81250,948744,1029994,508618,7.9,92.28,100.19,49.47
2022-07-18,All ages,Age,'55-64,998927,68912,931498,1000410,573459,6.9,93.25,100.15,57.41
2022-07-18,All ages,Age,'65-74,718795,44606,651293,695899,459343,6.21,90.61,96.81,63.9
2022-07-18,All ages,Age,'75-84,382672,21181,306555,327736,221602,5.54,80.11,85.64,57.91
2022-07-18,All ages,Age,'85+,178938,8732,114936,123668,76555,4.88,64.23,69.11,42.78
2022-07-18,All ages,Borough,Citywide,8336817,743718,6588064,7331782,3275038,8.92,79.02,87.94,39.28
2022-07-18,All ages,Borough,Bronx,1418207,120374,1069498,1189872,432117,8.49,75.41,83.9,30.47
2022-07-18,All ages,Borough,Brooklyn,2559903,193684,1852921,2046605,894793,7.57,72.38,79.95,34.95
2022-07-18,All ages,Borough,Manhattan,1628706,215350,1367395,1582745,806694,13.22,83.96,97.18,49.53
2022-07-18,All ages,Borough,Queens,2253858,185229,1940064,2125293,975663,8.22,86.08,94.3,43.29
2022-07-18,All ages,Borough,Staten Island,476143,29081,358186,387267,165771,6.11,75.23,81.33,34.82
2022-07-18,All ages,Race/ethnicity,Asian/NHPI,1233642,111560,1204592,1316152,758856,9.04,97.65,106.69,61.51
2022-07-18,All ages,Race/ethnicity,Black,1825848,108427,1104918,1213345,490209,5.94,60.52,66.45,26.85
2022-07-18,All ages,Race/ethnicity,Hispanic/Latino,2423590,245113,1779645,2024758,702105,10.11,73.43,83.54,28.97
2022-07-18,All ages,Race/ethnicity,Native American/Alaska Native,18864,2173,21535,23708,11815,11.52,114.16,125.68,62.63
2022-07-18,All ages,Race/ethnicity,Other,NA,68572,378940,447512,114317,NA,NA,NA,NA
2022-07-18,All ages,Race/ethnicity,Multiracial,152897,708,7892,8600,3819,0.46,5.16,5.62,2.5
2022-07-18,All ages,Race/ethnicity,Unknown,NA,67881,394941,462822,128448,NA,NA,NA,NA
2022-07-18,All ages,Race/ethnicity,White,2681976,139284,1695601,1834885,1065469,5.19,63.22,68.42,39.73
2022-07-18,All ages,Sex,Female,4358378,364672,3447798,3812470,1789763,8.37,79.11,87.47,41.06
2022-07-18,All ages,Sex,Male,3978439,369664,3079642,3449306,1458085,9.29,77.41,86.7,36.65
2022-07-18,All ages,Sex,Other,NA,553,3310,3863,1647,NA,NA,NA,NA
2022-07-18,All ages,Sex,Prefer not to answer,NA,5695,15778,21473,6618,NA,NA,NA,NA
2022-07-18,All ages,Sex,Unknown,NA,3134,41536,44670,18925,NA,NA,NA,NA
2022-07-17,Children (5-17),Age,'5-12,747558.7,55419,361720,417139,43583,7.41,48.39,55.8,5.83
2022-07-17,Children (5-17),Age,'13-17,432845.48,42888,351442,394330,114497,9.91,81.19,91.1,26.45
2022-07-17,Children (5-17),Borough,Citywide,1180404.18,98307,713162,811469,158080,8.33,60.42,68.75,13.39
2022-07-17,Children (5-17),Borough,Bronx,246821.43,22015,140743,162758,20637,8.92,57.02,65.94,8.36
2022-07-17,Children (5-17),Borough,Brooklyn,392137.22,23651,197854,221505,43360,6.03,50.46,56.49,11.06
2022-07-17,Children (5-17),Borough,Manhattan,155113.76,24425,120303,144728,40187,15.75,77.56,93.3,25.91
2022-07-17,Children (5-17),Borough,Queens,310710.83,23737,217772,241509,46700,7.64,70.09,77.73,15.03
2022-07-17,Children (5-17),Borough,Staten Island,75620.94,4479,36490,40969,7196,5.92,48.25,54.18,9.52
2022-07-17,Children (5-17),Race/ethnicity,Asian/NHPI,148927.98,9963,158363,168326,47005,6.69,106.34,113.03,31.56
2022-07-17,Children (5-17),Race/ethnicity,Black,266476.78,19153,125045,144198,18168,7.19,46.93,54.11,6.82
2022-07-17,Children (5-17),Race/ethnicity,Hispanic/Latino,423992.62,45908,245005,290913,37792,10.83,57.79,68.61,8.91
2022-07-17,Children (5-17),Race/ethnicity,Native American/Alaska Native,3157.07,222,2574,2796,803,7.03,81.53,88.56,25.44
2022-07-17,Children (5-17),Race/ethnicity,Other,NA,6399,26965,33364,3982,NA,NA,NA,NA
2022-07-17,Children (5-17),Race/ethnicity,Multiracial,35031.27,313,2495,2808,395,0.89,7.12,8.02,1.13
2022-07-17,Children (5-17),Race/ethnicity,Unknown,NA,5469,26237,31706,5005,NA,NA,NA,NA
2022-07-17,Children (5-17),Race/ethnicity,White,302818.46,10880,126478,137358,44930,3.59,41.77,45.36,14.84
2022-07-17,Children (5-17),Sex,Female,578537.34,47845,353410,401255,81244,8.27,61.09,69.36,14.04
2022-07-17,Children (5-17),Sex,Male,601866.84,49411,355930,405341,76063,8.21,59.14,67.35,12.64
2022-07-17,Children (5-17),Sex,Other,NA,54,259,313,71,NA,NA,NA,NA
2022-07-17,Children (5-17),Sex,Prefer not to answer,NA,809,2575,3384,360,NA,NA,NA,NA
2022-07-17,Children (5-17),Sex,Unknown,NA,188,988,1176,342,NA,NA,NA,NA
2022-07-17,Children (13-17),Borough,Citywide,432845.48,42888,351442,394330,114497,9.91,81.19,91.1,26.45
2022-07-17,Children (13-17),Borough,Bronx,92110.57,8866,73703,82569,16367,9.63,80.02,89.64,17.77
2022-07-17,Children (13-17),Borough,Brooklyn,140161.79,10159,96355,106514,30030,7.25,68.75,75.99,21.43
2022-07-17,Children (13-17),Borough,Manhattan,55915.07,12514,53068,65582,25304,22.38,94.91,117.29,45.25
2022-07-17,Children (13-17),Borough,Queens,114792.04,9398,107408,116806,36785,8.19,93.57,101.75,32.04
2022-07-17,Children (13-17),Borough,Staten Island,29866,1951,20908,22859,6011,6.53,70.01,76.54,20.13
2022-07-17,Children (13-17),Race/ethnicity,Asian/NHPI,54811.75,3065,64681,67746,34764,5.59,118.01,123.6,63.42
2022-07-17,Children (13-17),Race/ethnicity,Black,104094.26,8410,66282,74692,14448,8.08,63.67,71.75,13.88
2022-07-17,Children (13-17),Race/ethnicity,Hispanic/Latino,155999.08,20255,126623,146878,29952,12.98,81.17,94.15,19.2
2022-07-17,Children (13-17),Race/ethnicity,Native American/Alaska Native,1562.2,110,1716,1826,680,7.04,109.85,116.89,43.53
2022-07-17,Children (13-17),Race/ethnicity,Other,NA,3589,18084,21673,3168,NA,NA,NA,NA
2022-07-17,Children (13-17),Race/ethnicity,Multiracial,9790.69,22,119,141,61,0.22,1.22,1.44,0.62
2022-07-17,Children (13-17),Race/ethnicity,Unknown,NA,3062,16780,19842,3904,NA,NA,NA,NA
2022-07-17,Children (13-17),Race/ethnicity,White,106587.51,4375,57157,61532,27520,4.1,53.62,57.73,25.82
2022-07-17,Children (13-17),Sex,Female,212834.37,20808,175693,196501,59733,9.78,82.55,92.33,28.07
2022-07-17,Children (13-17),Sex,Male,220011.1,21642,173968,195610,54134,9.84,79.07,88.91,24.61
2022-07-17,Children (13-17),Sex,Other,NA,23,150,173,61,NA,NA,NA,NA
2022-07-17,Children (13-17),Sex,Prefer not to answer,NA,274,845,1119,267,NA,NA,NA,NA
2022-07-17,Children (13-17),Sex,Unknown,NA,141,786,927,302,NA,NA,NA,NA
2022-07-17,Adults (18+),Age,'18-24,704670.82,125032,625502,750534,247472,17.74,88.77,106.51,35.12
2022-07-17,Adults (18+),Age,'25-34,1483699,182401,1237553,1419954,534736,12.29,83.41,95.7,36.04
2022-07-17,Adults (18+),Age,'35-44,1136906,113270,1058343,1171613,494387,9.96,93.09,103.05,43.49
2022-07-17,Adults (18+),Age,'45-54,1028087,81279,948692,1029971,508483,7.91,92.28,100.18,49.46
2022-07-17,Adults (18+),Age,'55-64,998927,68924,931433,1000357,573305,6.9,93.24,100.14,57.39
2022-07-17,Adults (18+),Age,'65-74,718795,44613,651255,695868,459253,6.21,90.6,96.81,63.89
2022-07-17,Adults (18+),Age,'75-84,382672,21178,306548,327726,221567,5.53,80.11,85.64,57.9
2022-07-17,Adults (18+),Age,'85+,178938,8730,114939,123669,76538,4.88,64.23,69.11,42.77
2022-07-17,Adults (18+),Borough,Citywide,6632694.82,645427,5874265,6519692,3115741,9.73,88.57,98.3,46.98
2022-07-17,Adults (18+),Borough,Bronx,1071186.57,98397,928631,1027028,411282,9.19,86.69,95.88,38.39
2022-07-17,Adults (18+),Borough,Brooklyn,1984839.78,170034,1654881,1824915,851086,8.57,83.38,91.94,42.88
2022-07-17,Adults (18+),Borough,Manhattan,1397448.24,190870,1246943,1437813,766211,13.66,89.23,102.89,54.83
2022-07-17,Adults (18+),Borough,Queens,1806052.17,161527,1722140,1883667,928634,8.94,95.35,104.3,51.42
2022-07-17,Adults (18+),Borough,Staten Island,373168.06,24599,321670,346269,158528,6.59,86.2,92.79,42.48
2022-07-17,Adults (18+),Race/ethnicity,Asian/NHPI,1017642.02,101596,1046110,1147706,711568,9.98,102.8,112.78,69.92
2022-07-17,Adults (18+),Race/ethnicity,Black,1452845.22,89284,979723,1069007,471831,6.15,67.43,73.58,32.48
2022-07-17,Adults (18+),Race/ethnicity,Hispanic/Latino,1823990.38,199195,1534372,1733567,663975,10.92,84.12,95.04,36.4
2022-07-17,Adults (18+),Race/ethnicity,Native American/Alaska Native,15020.93,1954,18945,20899,10997,13.01,126.12,139.13,73.21
2022-07-17,Adults (18+),Race/ethnicity,Other,NA,62208,352087,414295,110332,NA,NA,NA,NA
2022-07-17,Adults (18+),Race/ethnicity,Multiracial,96578.73,390,5361,5751,3390,0.4,5.55,5.95,3.51
2022-07-17,Adults (18+),Race/ethnicity,Unknown,NA,62405,368776,431181,123468,NA,NA,NA,NA
2022-07-17,Adults (18+),Race/ethnicity,White,2226617.54,128395,1568891,1697286,1020180,5.77,70.46,76.23,45.82
2022-07-17,Adults (18+),Sex,Female,3524291.66,316837,3094089,3410926,1707883,8.99,87.79,96.78,48.46
2022-07-17,Adults (18+),Sex,Male,3108403.16,320252,2723313,3043565,1381397,10.3,87.61,97.91,44.44
2022-07-17,Adults (18+),Sex,Other,NA,499,3058,3557,1580,NA,NA,NA,NA
2022-07-17,Adults (18+),Sex,Prefer not to answer,NA,4891,13205,18096,6257,NA,NA,NA,NA
2022-07-17,Adults (18+),Sex,Unknown,NA,2948,40600,43548,18624,NA,NA,NA,NA
2022-07-17,All ages,Age,'0-17,1704122.18,98307,713162,811469,158080,5.77,41.85,47.62,9.28
2022-07-17,All ages,Age,'18-24,704670.82,125032,625502,750534,247472,17.74,88.77,106.51,35.12
2022-07-17,All ages,Age,'25-34,1483699,182401,1237553,1419954,534736,12.29,83.41,95.7,36.04
2022-07-17,All ages,Age,'35-44,1136906,113270,1058343,1171613,494387,9.96,93.09,103.05,43.49
2022-07-17,All ages,Age,'45-54,1028087,81279,948692,1029971,508483,7.91,92.28,100.18,49.46
2022-07-17,All ages,Age,'55-64,998927,68924,931433,1000357,573305,6.9,93.24,100.14,57.39
2022-07-17,All ages,Age,'65-74,718795,44613,651255,695868,459253,6.21,90.6,96.81,63.89
2022-07-17,All ages,Age,'75-84,382672,21178,306548,327726,221567,5.53,80.11,85.64,57.9
2022-07-17,All ages,Age,'85+,178938,8730,114939,123669,76538,4.88,64.23,69.11,42.77
2022-07-17,All ages,Borough,Citywide,8336817,743734,6587427,7331161,3273821,8.92,79.02,87.94,39.27
2022-07-17,All ages,Borough,Bronx,1418207,120412,1069374,1189786,431919,8.49,75.4,83.89,30.46
2022-07-17,All ages,Borough,Brooklyn,2559903,193685,1852735,2046420,894446,7.57,72.38,79.94,34.94
2022-07-17,All ages,Borough,Manhattan,1628706,215295,1367246,1582541,806398,13.22,83.95,97.17,49.51
2022-07-17,All ages,Borough,Queens,2253858,185264,1939912,2125176,975334,8.22,86.07,94.29,43.27
2022-07-17,All ages,Borough,Staten Island,476143,29078,358160,387238,165724,6.11,75.22,81.33,34.81
2022-07-17,All ages,Race/ethnicity,Asian/NHPI,1233642,111559,1204473,1316032,758573,9.04,97.64,106.68,61.49
2022-07-17,All ages,Race/ethnicity,Black,1825848,108437,1104768,1213205,489999,5.94,60.51,66.45,26.84
2022-07-17,All ages,Race/ethnicity,Hispanic/Latino,2423590,245103,1779377,2024480,701767,10.11,73.42,83.53,28.96
2022-07-17,All ages,Race/ethnicity,Native American/Alaska Native,18864,2176,21519,23695,11800,11.54,114.07,125.61,62.55
2022-07-17,All ages,Race/ethnicity,Other,NA,68607,379052,447659,114314,NA,NA,NA,NA
2022-07-17,All ages,Race/ethnicity,Multiracial,152897,703,7856,8559,3785,0.46,5.14,5.6,2.48
2022-07-17,All ages,Race/ethnicity,Unknown,NA,67874,395013,462887,128473,NA,NA,NA,NA
2022-07-17,All ages,Race/ethnicity,White,2681976,139275,1695369,1834644,1065110,5.19,63.21,68.41,39.71
2022-07-17,All ages,Sex,Female,4358378,364682,3447499,3812181,1789127,8.37,79.1,87.47,41.05
2022-07-17,All ages,Sex,Male,3978439,369663,3079243,3448906,1457460,9.29,77.4,86.69,36.63
2022-07-17,All ages,Sex,Other,NA,553,3317,3870,1651,NA,NA,NA,NA
2022-07-17,All ages,Sex,Prefer not to answer,NA,5700,15780,21480,6617,NA,NA,NA,NA
2022-07-17,All ages,Sex,Unknown,NA,3136,41588,44724,18966,NA,NA,NA,NA
2022-07-14,Children (5-17),Age,'5-12,747558.7,55435,361311,416746,42639,7.42,48.33,55.75,5.7
2022-07-14,Children (5-17),Age,'13-17,432845.48,42893,351275,394168,114062,9.91,81.15,91.06,26.35
2022-07-14,Children (5-17),Borough,Citywide,1180404.18,98328,712586,810914,156701,8.33,60.37,68.7,13.28
2022-07-14,Children (5-17),Borough,Bronx,246821.43,22015,140626,162641,20424,8.92,56.97,65.89,8.27
2022-07-14,Children (5-17),Borough,Brooklyn,392137.22,23669,197689,221358,42940,6.04,50.41,56.45,10.95
2022-07-14,Children (5-17),Borough,Manhattan,155113.76,24405,120225,144630,39902,15.73,77.51,93.24,25.72
2022-07-14,Children (5-17),Borough,Queens,310710.83,23756,217588,241344,46300,7.65,70.03,77.67,14.9
2022-07-14,Children (5-17),Borough,Staten Island,75620.94,4483,36458,40941,7135,5.93,48.21,54.14,9.44
2022-07-14,Children (5-17),Race/ethnicity,Asian/NHPI,148927.98,9991,158205,168196,46545,6.71,106.23,112.94,31.25
2022-07-14,Children (5-17),Race/ethnicity,Black,266476.78,19135,124909,144044,17993,7.18,46.87,54.05,6.75
2022-07-14,Children (5-17),Race/ethnicity,Hispanic/Latino,423992.62,45925,244807,290732,37498,10.83,57.74,68.57,8.84
2022-07-14,Children (5-17),Race/ethnicity,Native American/Alaska Native,3157.07,220,2569,2789,798,6.97,81.37,88.34,25.28
2022-07-14,Children (5-17),Race/ethnicity,Other,NA,6389,27011,33400,3974,NA,NA,NA,NA
2022-07-14,Children (5-17),Race/ethnicity,Multiracial,35031.27,310,2493,2803,384,0.88,7.12,8,1.1
2022-07-14,Children (5-17),Race/ethnicity,Unknown,NA,5469,26222,31691,4973,NA,NA,NA,NA
2022-07-14,Children (5-17),Race/ethnicity,White,302818.46,10889,126370,137259,44536,3.6,41.73,45.33,14.71
2022-07-14,Children (5-17),Sex,Female,578537.34,47851,353104,400955,80517,8.27,61.03,69.3,13.92
2022-07-14,Children (5-17),Sex,Male,601866.84,49422,355651,405073,75409,8.21,59.09,67.3,12.53
2022-07-14,Children (5-17),Sex,Other,NA,55,260,315,71,NA,NA,NA,NA
2022-07-14,Children (5-17),Sex,Prefer not to answer,NA,811,2579,3390,360,NA,NA,NA,NA
2022-07-14,Children (5-17),Sex,Unknown,NA,189,992,1181,344,NA,NA,NA,NA
2022-07-14,Children (13-17),Borough,Citywide,432845.48,42893,351275,394168,114062,9.91,81.15,91.06,26.35
2022-07-14,Children (13-17),Borough,Bronx,92110.57,8873,73662,82535,16273,9.63,79.97,89.6,17.67
2022-07-14,Children (13-17),Borough,Brooklyn,140161.79,10162,96305,106467,29919,7.25,68.71,75.96,21.35
2022-07-14,Children (13-17),Borough,Manhattan,55915.07,12507,53052,65559,25248,22.37,94.88,117.25,45.15
2022-07-14,Children (13-17),Borough,Queens,114792.04,9404,107362,116766,36647,8.19,93.53,101.72,31.92
